lista;item;Proyecto;item_exp;cond;bias;nombre_rol;errores;rt_determinante;rt_nombre;rt_verbo1;rt_pronombre;rt_verbo2;q_words;q_words_SN_Pron;respeta_verbo_verbo;respeta_sust_sust;oracion;palabra_0;palabra_1;palabra_2;palabra_3;palabra_4;palabra_5;palabra_6;palabra_7;palabra_8;palabra_9;palabra_10;palabra_11;palabra_12;palabra_13;palabra_14;part;ID;edad;id_genero;nacionalidad;residencia;lengua;educacion;lentes;mail;tiempo_total
D;89;todos;gender41;g_masc;masc;minero;si;606;4822;849;639;768;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";606;4822;849;953;953;761;639;768;854;732;475;789;977;1979.0;;8;8;--;--;--;xxx;--;--;--;xxx;556717
D;52;todos;gender4;g_fem;fem;astrólogo;si;484;946;1295;639;834;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";484;946;1295;1066;712;896;639;834;890;1206;789;1580;763;702.0;621.0;8;8;--;--;--;xxx;--;--;--;xxx;556717
D;108;Bologna;gender60;g_fem;masc;diputado;si;566;1659;870;836;2536;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";566;1659;870;1105;798;658;862;1074;836;2536;5423;1932;2541;888.0;;8;8;--;--;--;xxx;--;--;--;xxx;556717
D;81;todos;gender33;g_masc;masc;carpintero;no;613;1047;915;1118;817;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";613;1047;915;1427;1972;611;2050;2048;1118;817;843;741;851;;;8;8;--;--;--;xxx;--;--;--;xxx;556717
D;105;Bologna;gender57;g_masc;masc;ministro;si;710;1298;1295;1078;1674;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";710;1298;1295;1120;4660;865;2743;1078;1674;2864;1493;2207;953;1320.0;3503.0;8;8;--;--;--;xxx;--;--;--;xxx;556717
D;61;todos;gender13;g_masc;fem;maestro;si;507;1160;914;883;1560;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";507;1160;914;1095;1907;1770;2226;883;1560;1026;1789;1571;1617;795.0;;8;8;--;--;--;xxx;--;--;--;xxx;556717
A;56;todos;gender8;g_fem;fem;secretario;si;830;2229;1303;1044;1417;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";830;2229;1303;2567;838;1291;1044;1417;730;1050;1460;1108;718;;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;59;todos;gender11;g_masc;fem;psicólogo;si;1201;18032;1193;1014;1439;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";1201;18032;1193;884;1230;2423;1014;1439;1981;925;1693;1964;1009;;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;54;todos;gender6;g_fem;fem;bibliotecario;si;584;1018;2383;771;1736;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";584;1018;2383;1498;1789;849;932;771;1736;1475;1166;901;1728;1049.0;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;88;todos;gender40;g_fem;masc;mecánico;si;13912;1153;1742;1070;943;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";13912;1153;1742;1203;805;973;1598;1070;943;1159;953;1473;997;681.0;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;79;todos;gender31;g_masc;masc;herrero;no;615;747;1206;782;723;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";615;747;1206;966;1165;1635;2387;782;723;1182;1382;1015;1433;805.0;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;91;todos;gender43;g_masc;masc;marinero;si;534;1737;1224;859;1604;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";534;1737;1224;1108;958;872;997;859;1604;1313;684;737;690;;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;85;todos;gender37;g_masc;masc;bombero;si;509;1058;1245;899;831;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";509;1058;1245;1595;1396;1118;791;843;899;831;1235;871;1659;660.0;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;78;todos;gender30;g_fem;masc;camionero;no;683;1221;909;11627;920;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";683;1221;909;1002;884;1493;11627;920;1295;692;1428;851;1271;832.0;2242.0;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;si;573;684;753;2120;4530;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";573;684;753;959;2219;1185;1264;1658;2120;4530;830;1853;1120;;;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;104;Bologna;gender56;g_fem;masc;plomero;si;533;1660;1461;972;1781;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";533;1660;1461;1006;1046;1833;675;972;1781;1606;978;756;788;717.0;973.0;9;9;--;--;--;xxx;--;--;--;xxx;625333
A;49;todos;gender1;g_masc;fem;enfermero;si;610;1946;860;1349;1167;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";610;1946;860;796;791;591;869;1051;725;1349;1167;1026;880;1710.0;;9;9;--;--;--;xxx;--;--;--;xxx;625333
B;60;todos;gender12;g_fem;fem;psicólogo;no;609;1057;1033;993;723;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";609;1057;1033;668;790;639;993;723;946;741;1148;713;699;;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;86;todos;gender38;g_fem;masc;bombero;no;682;855;825;798;571;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";682;855;825;656;628;769;713;734;798;571;1256;808;721;676.0;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;87;todos;gender39;g_masc;masc;mecánico;no;548;683;772;773;666;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";548;683;772;724;777;722;715;773;666;613;521;672;716;571.0;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;53;todos;gender5;g_masc;fem;bibliotecario;no;548;744;626;634;593;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";548;744;626;1249;715;691;560;634;593;741;573;698;703;665.0;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;476;664;859;715;801;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";476;664;859;696;559;823;1159;815;715;801;856;835;761;;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;103;Bologna;gender55;g_masc;masc;plomero;no;532;675;812;695;709;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";532;675;812;641;622;788;768;695;709;718;596;808;884;860.0;763.0;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;55;todos;gender7;g_masc;fem;secretario;no;550;687;561;696;843;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";550;687;561;580;875;782;696;843;773;695;703;1376;956;;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;92;todos;gender44;g_fem;masc;marinero;no;985;809;598;678;744;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";985;809;598;559;598;977;629;678;744;1224;715;639;573;;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;80;todos;gender32;g_fem;masc;herrero;no;569;1551;721;704;708;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";569;1551;721;673;712;672;649;704;708;814;641;726;678;723.0;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;50;todos;gender2;g_fem;fem;enfermero;no;504;687;745;663;635;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";504;687;745;752;814;807;915;673;608;663;635;811;706;718.0;;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
B;77;todos;gender29;g_masc;masc;camionero;no;619;631;821;708;775;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";619;631;821;830;897;802;708;775;602;550;1193;1045;788;722.0;1069.0;10;10;23;Donna;Italiana;xxx;Italiano;Laurea magistrale (in corso);No;xxx;602549
C;58;todos;gender10;g_fem;fem;partero;si;575;1534;1154;728;1063;13;4;no;no;"Le ostetriche assistono molte partorienti in ospedale; tutte supportano le madri in travaglio.";575;1534;1154;1559;1398;1039;1035;728;1063;1159;2195;1496;12118;;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;107;Bologna;gender59;g_masc;masc;diputado;si;6665;1060;896;2433;2023;14;6;no;no;"I deputati presentano un nuovo decreto sui trasporti; tutti sperano in una approvazione unanime.";6665;1060;896;779;1022;1720;882;1045;2433;2023;685;811;1634;1853.0;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;63;todos;gender15;g_masc;fem;pedeagogo;si;1738;3560;800;829;1404;13;5;no;no;"I portinai svolgono solertemente il loro lavoro; tutti puliscono con attenzione le scale.";1738;3560;800;1594;2367;1083;1404;829;1404;1524;884;753;721;;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;82;todos;gender34;g_fem;masc;carpintero;si;820;2823;1578;901;937;13;6;si;si;"Le architette progettano strutture innovative per le aziende; tutte rispettano le norme ambientali.";820;2823;1578;3478;1802;765;913;878;901;937;723;1153;877;;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;67;Alberta_Bologna;gender19;g_masc;fem;dermatólogo;si;441;808;806;669;676;13;6;si;si;"I parrucchieri acconciano i lunghi capelli della cliente; tutti utilizzano costosi prodotti biologici.";441;808;806;653;1394;591;855;778;669;676;1270;890;1120;;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;62;todos;gender14;g_fem;fem;maestro;si;512;1234;1261;942;801;14;5;si;si;"Le maestre comprano dei quaderni a quadretti; tutte preparano il necessario per le lezioni.";512;1234;1261;1446;699;1329;868;942;801;1677;1770;2288;1535;1313.0;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;83;todos;gender35;g_masc;masc;ingeniero;no;551;3638;1735;1324;1461;13;5;no;no;"Gli ingegneri predispongono il progetto del tunnel; tutti considerano la resistenza del terreno.";551;3638;1735;1019;2932;886;740;1324;1461;877;1239;736;964;;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;51;todos;gender3;g_masc;fem;astrólogo;si;575;3397;1090;903;1727;14;4;si;si;"Gli astrologi analizzano le carte astrali; tutti formulano la loro predizione per l' anno futuro.";575;3397;1090;1214;937;692;903;1727;626;993;2488;711;3492;711.0;1731.0;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;90;todos;gender42;g_fem;masc;minero;si;978;5524;852;664;3959;14;4;no;no;"Le minatrici lavorano in condizioni pericolose; tutte chiedono migliori condizioni di lavoro nella miniera.";978;5524;852;1514;876;12692;664;3959;2044;1664;841;721;3282;851.0;;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;106;Bologna;gender58;g_fem;masc;ministro;no;582;740;1109;845;980;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";582;740;1109;769;666;717;1503;845;980;1053;868;3130;893;619.0;836.0;11;11;--;--;--;xxx;--;--;--;xxx;591713
C;95;Alberta_Bologna;gender47;g_masc;masc;carnicero;si;506;5105;1640;793;907;13;5;si;si;"I macellai preparano tagli d' agnello fresco; tutti espongono i nuovi prezzi in vetrina.";506;5105;1640;821;550;960;1155;793;907;608;2260;544;649;1045.0;;11;11;--;--;--;xxx;--;--;--;xxx;591713
D;52;todos;gender4;g_fem;fem;astrólogo;no;567;914;865;536;867;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";567;914;865;1109;620;660;536;867;615;890;897;713;662;605.0;379.0;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;81;todos;gender33;g_masc;masc;carpintero;si;538;2676;1480;941;1034;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";538;2676;1480;1118;944;1220;1427;925;941;1034;750;793;750;;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;108;Bologna;gender60;g_fem;masc;diputado;si;1911;1610;734;2078;833;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";1911;1610;734;1265;920;1327;1241;944;2078;833;1456;646;1320;1276.0;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;68;Alberta_Bologna;gender20;g_fem;fem;dermatólogo;si;580;755;1434;1025;4364;13;6;si;si;"Le parrucchiere acconciano i lunghi capelli della cliente; tutte utilizzano costosi prodotti biologici.";580;755;1434;892;1014;572;513;834;1025;4364;1058;854;1203;;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;57;todos;gender9;g_masc;fem;partero;no;482;591;962;804;756;13;5;no;no;"Gli ostetrici assistono molte partorienti in ospedale; tutti supportano le madri in travaglio.";482;591;962;1057;1095;967;607;804;756;1019;563;1452;662;;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;89;todos;gender41;g_masc;masc;minero;si;600;762;586;560;1420;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";600;762;586;1067;1453;808;560;1420;1217;721;797;576;1298;567.0;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;64;todos;gender16;g_fem;fem;pedeagogo;no;540;1268;508;604;1136;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";540;1268;508;1949;935;713;2214;604;1136;1427;1149;858;986;;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;84;todos;gender36;g_fem;masc;ingeniero;no;573;736;3223;1926;1934;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";573;736;3223;949;1048;823;2272;1926;1934;754;1106;1002;951;;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;105;Bologna;gender57;g_masc;masc;ministro;si;485;687;1827;1292;1309;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";485;687;1827;1193;1150;781;1225;1292;1309;1274;709;977;1156;1254.0;751.0;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;61;todos;gender13;g_masc;fem;maestro;si;416;747;831;1296;8255;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";416;747;831;1262;560;1588;704;1296;8255;928;3085;744;764;678.0;;12;12;--;--;--;xxx;--;--;--;xxx;474507
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;si;574;1366;1249;756;674;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";574;1366;1249;873;935;756;662;756;674;899;973;650;701;1128.0;;12;12;--;--;--;xxx;--;--;--;xxx;474507
A;56;todos;gender8;g_fem;fem;secretario;no;1066;3283;3979;1113;1243;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";1066;3283;3979;1711;1122;1077;1113;1243;867;1082;1460;1064;968;;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;91;todos;gender43;g_masc;masc;marinero;no;975;1450;1630;1203;843;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";975;1450;1630;1005;969;1471;1299;1203;843;1223;2134;907;706;;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;85;todos;gender37;g_masc;masc;bombero;si;4738;1516;1429;2626;1299;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";4738;1516;1429;765;515;1846;979;971;2626;1299;6232;2043;766;559.0;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;no;770;1767;1306;2623;1599;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";770;1767;1306;1013;1518;1645;2051;1644;2623;1599;1016;1401;1358;;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;59;todos;gender11;g_masc;fem;psicólogo;no;2704;1096;1320;1026;1183;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";2704;1096;1320;1214;1362;1116;1026;1183;1269;1426;1546;765;985;;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;104;Bologna;gender56;g_fem;masc;plomero;no;987;1740;3341;1120;1134;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";987;1740;3341;1156;1062;1088;1091;1120;1134;1531;703;1007;1085;1612.0;670.0;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;54;todos;gender6;g_fem;fem;bibliotecario;no;697;804;1509;1932;1053;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";697;804;1509;1675;873;849;909;1932;1053;784;647;1773;944;798.0;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;49;todos;gender1;g_masc;fem;enfermero;no;1345;3731;946;1019;1022;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";1345;3731;946;1207;2842;1779;897;907;775;1019;1022;1208;754;1282.0;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;78;todos;gender30;g_fem;masc;camionero;si;2348;1324;1493;2315;1268;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";2348;1324;1493;739;1355;1027;2315;1268;816;993;1025;1102;1469;915.0;1884.0;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;88;todos;gender40;g_fem;masc;mecánico;no;692;1895;886;1020;2143;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";692;1895;886;814;953;937;1014;1020;2143;1149;596;654;2296;898.0;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
A;79;todos;gender31;g_masc;masc;herrero;no;849;874;730;948;906;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";849;874;730;870;1892;699;760;948;906;955;618;770;1141;1026.0;;13;13;74;MASCHIO;ITALIANA;xxx;ITALIANO;PERITO;SOLO PER LETTURA;xxx;783360
B;50;todos;gender2;g_fem;fem;enfermero;no;764;1035;930;1067;1069;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";764;1035;930;983;1018;996;670;1249;827;1067;1069;1136;930;875.0;;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
B;77;todos;gender29;g_masc;masc;camionero;no;750;986;1034;992;958;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";750;986;1034;1068;940;962;992;958;838;750;1097;1509;1664;870.0;1444.0;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
B;55;todos;gender7;g_masc;fem;secretario;no;700;1153;1111;1020;787;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";700;1153;1111;898;1037;955;1020;787;712;1045;867;1044;976;;;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
B;53;todos;gender5;g_masc;fem;bibliotecario;no;605;869;855;1426;991;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";605;869;855;1952;708;1102;679;1426;991;986;879;1058;802;935.0;;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
B;92;todos;gender44;g_fem;masc;marinero;no;620;932;857;1046;911;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";620;932;857;950;917;957;924;1046;911;1396;732;768;799;;;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;626;760;1145;1318;932;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";626;760;1145;826;838;805;965;1280;1318;932;707;919;843;;;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
B;60;todos;gender12;g_fem;fem;psicólogo;no;604;744;832;909;964;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";604;744;832;973;833;948;909;964;988;1081;1056;916;826;;;14;14;48;maschio;italiana;xxx;italiano;laurea completo;no;xxx;637151
